,dataset_name,cell_type,cell_type_ontology_id,donor_id,sex,race,development_stage,count,percentage
0,Construction of a human cell landscape at single-cell level,erythroid progenitor cell,CL:0000038,Donor11,female,Han Chinese,11th week post-fertilization human stage,6,0.3191489361702127
1,Construction of a human cell landscape at single-cell level,fibroblast,CL:0000057,Donor11,female,Han Chinese,11th week post-fertilization human stage,14,0.7446808510638299
2,Construction of a human cell landscape at single-cell level,epithelial cell,CL:0000066,Donor11,female,Han Chinese,11th week post-fertilization human stage,256,13.617021276595745
3,Construction of a human cell landscape at single-cell level,stratified epithelial cell,CL:0000079,Donor11,female,Han Chinese,11th week post-fertilization human stage,1,0.05319148936170213
4,Construction of a human cell landscape at single-cell level,T cell,CL:0000084,Donor11,female,Han Chinese,11th week post-fertilization human stage,2,0.10638297872340426
5,Construction of a human cell landscape at single-cell level,endothelial cell,CL:0000115,Donor11,female,Han Chinese,11th week post-fertilization human stage,44,2.3404255319148937
6,Construction of a human cell landscape at single-cell level,mesenchymal stem cell,CL:0000134,Donor11,female,Han Chinese,11th week post-fertilization human stage,401,21.329787234042552
7,Construction of a human cell landscape at single-cell level,professional antigen presenting cell,CL:0000145,Donor11,female,Han Chinese,11th week post-fertilization human stage,6,0.3191489361702127
8,Construction of a human cell landscape at single-cell level,goblet cell,CL:0000160,Donor11,female,Han Chinese,11th week post-fertilization human stage,1,0.05319148936170213
9,Construction of a human cell landscape at single-cell level,endocrine cell,CL:0000163,Donor11,female,Han Chinese,11th week post-fertilization human stage,4,0.2127659574468085
10,Construction of a human cell landscape at single-cell level,cell of skeletal muscle,CL:0000188,Donor11,female,Han Chinese,11th week post-fertilization human stage,24,1.276595744680851
11,Construction of a human cell landscape at single-cell level,macrophage,CL:0000235,Donor11,female,Han Chinese,11th week post-fertilization human stage,3,0.15957446808510636
12,Construction of a human cell landscape at single-cell level,dendritic cell,CL:0000451,Donor11,female,Han Chinese,11th week post-fertilization human stage,5,0.26595744680851063
13,Construction of a human cell landscape at single-cell level,stromal cell,CL:0000499,Donor11,female,Han Chinese,11th week post-fertilization human stage,19,1.0106382978723405
14,Construction of a human cell landscape at single-cell level,neuron,CL:0000540,Donor11,female,Han Chinese,11th week post-fertilization human stage,804,42.765957446808514
15,Construction of a human cell landscape at single-cell level,basal cell,CL:0000646,Donor11,female,Han Chinese,11th week post-fertilization human stage,2,0.10638297872340426
16,Construction of a human cell landscape at single-cell level,primordial germ cell,CL:0000670,Donor11,female,Han Chinese,11th week post-fertilization human stage,58,3.0851063829787235
17,Construction of a human cell landscape at single-cell level,erythroid lineage cell,CL:0000764,Donor11,female,Han Chinese,11th week post-fertilization human stage,228,12.127659574468085
18,Construction of a human cell landscape at single-cell level,embryonic stem cell,CL:0002322,Donor11,female,Han Chinese,11th week post-fertilization human stage,1,0.05319148936170213
19,Construction of a human cell landscape at single-cell level,cord blood hematopoietic stem cell,CL:2000095,Donor11,female,Han Chinese,11th week post-fertilization human stage,1,0.05319148936170213
