,dataset_name,cell_type,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,endothelial cell,female,European,17344,37.468135666450635
1,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,macrophage,female,European,33,0.0712896953985742
2,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney granular cell,female,European,104,0.22467055519550658
3,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,mesangial cell,female,European,19,0.04104558219917909
4,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,glomerular visceral epithelial cell,female,European,201,0.4342190537913156
5,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,leukocyte,female,European,759,1.6396629941672065
6,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,blood vessel smooth muscle cell,female,European,599,1.2940159861741196
7,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney interstitial fibroblast,female,European,900,1.9442644199611145
8,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney proximal convoluted tubule epithelial cell,female,European,2065,4.46100669691078
9,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney distal convoluted tubule epithelial cell,female,European,310,0.6696910779866062
10,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney loop of Henle thick ascending limb epithelial cell,female,European,439,0.9483689781810326
11,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney collecting duct principal cell,female,European,324,0.6999351911860013
12,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney collecting duct intercalated cell,female,European,48,0.10369410239792613
13,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,endothelial cell,female,European,17344,37.468135666450635
14,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,macrophage,female,European,33,0.0712896953985742
15,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney granular cell,female,European,104,0.22467055519550658
16,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,mesangial cell,female,European,19,0.04104558219917909
17,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,glomerular visceral epithelial cell,female,European,201,0.4342190537913156
18,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,leukocyte,female,European,759,1.6396629941672065
19,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,blood vessel smooth muscle cell,female,European,599,1.2940159861741196
20,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney interstitial fibroblast,female,European,900,1.9442644199611145
21,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney proximal convoluted tubule epithelial cell,female,European,2065,4.46100669691078
22,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney distal convoluted tubule epithelial cell,female,European,310,0.6696910779866062
23,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney loop of Henle thick ascending limb epithelial cell,female,European,439,0.9483689781810326
24,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney collecting duct principal cell,female,European,324,0.6999351911860013
25,Spatial transcriptomics in the healthy human kidney: Puck_200113_08,kidney collecting duct intercalated cell,female,European,48,0.10369410239792613
