,dataset_name,cell_type,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,native cell,female,European,17,0.047462169858730245
1,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,endothelial cell,female,European,5122,14.30007258920096
2,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,mesangial cell,female,European,315,0.8794460885588252
3,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,glomerular visceral epithelial cell,female,European,247,0.6895974091239041
4,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,pericyte cell,female,European,942,2.6299625886425817
5,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,urothelial cell,female,European,1,0.002791892344631191
6,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,leukocyte,female,European,1196,3.3391032441789044
7,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,blood vessel smooth muscle cell,female,European,276,0.7705622871182087
8,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,parietal epithelial cell,female,European,927,2.5880842034731137
9,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney inner medulla collecting duct epithelial cell,female,European,1,0.002791892344631191
10,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney interstitial fibroblast,female,European,726,2.026913842202245
11,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney connecting tubule epithelial cell,female,European,1578,4.405606119828019
12,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney proximal convoluted tubule epithelial cell,female,European,2632,7.348260651069295
13,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney distal convoluted tubule epithelial cell,female,European,510,1.4238650957619075
14,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle epithelial cell,female,European,160,0.4467027751409906
15,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle thick ascending limb epithelial cell,female,European,1482,4.1375844547434255
16,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle thin descending limb epithelial cell,female,European,131,0.36573789714668603
17,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney collecting duct principal cell,female,European,819,2.2865598302529455
18,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney collecting duct intercalated cell,female,European,827,2.308894969009995
19,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,native cell,female,European,17,0.047462169858730245
20,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,endothelial cell,female,European,5122,14.30007258920096
21,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,mesangial cell,female,European,315,0.8794460885588252
22,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,glomerular visceral epithelial cell,female,European,247,0.6895974091239041
23,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,pericyte cell,female,European,942,2.6299625886425817
24,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,urothelial cell,female,European,1,0.002791892344631191
25,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,leukocyte,female,European,1196,3.3391032441789044
26,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,blood vessel smooth muscle cell,female,European,276,0.7705622871182087
27,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,parietal epithelial cell,female,European,927,2.5880842034731137
28,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney inner medulla collecting duct epithelial cell,female,European,1,0.002791892344631191
29,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney interstitial fibroblast,female,European,726,2.026913842202245
30,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney connecting tubule epithelial cell,female,European,1578,4.405606119828019
31,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney proximal convoluted tubule epithelial cell,female,European,2632,7.348260651069295
32,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney distal convoluted tubule epithelial cell,female,European,510,1.4238650957619075
33,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle epithelial cell,female,European,160,0.4467027751409906
34,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle thick ascending limb epithelial cell,female,European,1482,4.1375844547434255
35,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney loop of Henle thin descending limb epithelial cell,female,European,131,0.36573789714668603
36,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney collecting duct principal cell,female,European,819,2.2865598302529455
37,Spatial transcriptomics in the healthy human kidney: Puck_200131_26,kidney collecting duct intercalated cell,female,European,827,2.308894969009995
