,dataset_name,cell_type,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,endothelial cell,male,European,8629,28.355021030494214
1,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,macrophage,male,European,317,1.0416666666666665
2,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,leukocyte,male,European,1098,3.608044164037855
3,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,blood vessel smooth muscle cell,male,European,1064,3.496319663512092
4,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney interstitial fibroblast,male,European,603,1.981466876971609
5,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney distal convoluted tubule epithelial cell,male,European,51,0.16758675078864355
6,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney loop of Henle thick ascending limb epithelial cell,male,European,1370,4.5018401682439535
7,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney collecting duct principal cell,male,European,1321,4.340825446898002
8,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney collecting duct intercalated cell,male,European,763,2.507229232386961
9,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,endothelial cell,male,European,8629,28.355021030494214
10,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,macrophage,male,European,317,1.0416666666666665
11,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,leukocyte,male,European,1098,3.608044164037855
12,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,blood vessel smooth muscle cell,male,European,1064,3.496319663512092
13,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney interstitial fibroblast,male,European,603,1.981466876971609
14,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney distal convoluted tubule epithelial cell,male,European,51,0.16758675078864355
15,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney loop of Henle thick ascending limb epithelial cell,male,European,1370,4.5018401682439535
16,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney collecting duct principal cell,male,European,1321,4.340825446898002
17,Spatial transcriptomics in the healthy human kidney: Puck_200115_17,kidney collecting duct intercalated cell,male,European,763,2.507229232386961
