,dataset_name,cell_type,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,native cell,male,European,84,0.4031097034264325
1,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,endothelial cell,male,European,3874,18.591035608023805
2,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,mesangial cell,male,European,475,2.2794893943756596
3,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,glomerular visceral epithelial cell,male,European,84,0.4031097034264325
4,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,pericyte cell,male,European,838,4.021499184182743
5,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,leukocyte,male,European,680,3.263269027737787
6,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,blood vessel smooth muscle cell,male,European,358,1.7180151646031288
7,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,parietal epithelial cell,male,European,327,1.5692484883386122
8,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney interstitial fibroblast,male,European,312,1.4972646127267493
9,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney connecting tubule epithelial cell,male,European,895,4.295037911507822
10,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney proximal convoluted tubule epithelial cell,male,European,1302,6.248200403109704
11,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney distal convoluted tubule epithelial cell,male,European,68,0.3263269027737786
12,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle epithelial cell,male,European,146,0.7006430559554659
13,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle thick ascending limb epithelial cell,male,European,209,1.0029753335252904
14,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle thin descending limb epithelial cell,male,European,45,0.2159516268355888
15,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney collecting duct principal cell,male,European,401,1.9243689413571359
16,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney collecting duct intercalated cell,male,European,321,1.540454938093867
17,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,native cell,male,European,84,0.4031097034264325
18,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,endothelial cell,male,European,3874,18.591035608023805
19,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,mesangial cell,male,European,475,2.2794893943756596
20,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,glomerular visceral epithelial cell,male,European,84,0.4031097034264325
21,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,pericyte cell,male,European,838,4.021499184182743
22,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,leukocyte,male,European,680,3.263269027737787
23,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,blood vessel smooth muscle cell,male,European,358,1.7180151646031288
24,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,parietal epithelial cell,male,European,327,1.5692484883386122
25,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney interstitial fibroblast,male,European,312,1.4972646127267493
26,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney connecting tubule epithelial cell,male,European,895,4.295037911507822
27,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney proximal convoluted tubule epithelial cell,male,European,1302,6.248200403109704
28,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney distal convoluted tubule epithelial cell,male,European,68,0.3263269027737786
29,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle epithelial cell,male,European,146,0.7006430559554659
30,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle thick ascending limb epithelial cell,male,European,209,1.0029753335252904
31,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney loop of Henle thin descending limb epithelial cell,male,European,45,0.2159516268355888
32,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney collecting duct principal cell,male,European,401,1.9243689413571359
33,Spatial transcriptomics in the healthy human kidney: Puck_200205_17,kidney collecting duct intercalated cell,male,European,321,1.540454938093867
