,dataset_name,cell_type,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,endothelial cell,male,European,10729,25.709287836672097
1,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,macrophage,male,European,297,0.7116840793635579
2,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,leukocyte,male,European,2026,4.854787692897537
3,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,blood vessel smooth muscle cell,male,European,1175,2.8155851624652546
4,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney interstitial fibroblast,male,European,1504,3.603949007955526
5,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney distal convoluted tubule epithelial cell,male,European,133,0.3187002779641522
6,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney loop of Henle thick ascending limb epithelial cell,male,European,2606,6.244608453944216
7,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney collecting duct principal cell,male,European,1958,4.691843189878271
8,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney collecting duct intercalated cell,male,European,438,1.0495542988593887
9,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,endothelial cell,male,European,10729,25.709287836672097
10,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,macrophage,male,European,297,0.7116840793635579
11,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,leukocyte,male,European,2026,4.854787692897537
12,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,blood vessel smooth muscle cell,male,European,1175,2.8155851624652546
13,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney interstitial fibroblast,male,European,1504,3.603949007955526
14,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney distal convoluted tubule epithelial cell,male,European,133,0.3187002779641522
15,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney loop of Henle thick ascending limb epithelial cell,male,European,2606,6.244608453944216
16,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney collecting duct principal cell,male,European,1958,4.691843189878271
17,Spatial transcriptomics in the healthy human kidney: Puck_200115_03,kidney collecting duct intercalated cell,male,European,438,1.0495542988593887
