,dataset_name,cell_type,sex,race,count,percentage
0,Survey of human embryonic development,smooth muscle cell,female,unknown,330,0.324327511818298
1,Survey of human embryonic development,stromal cell,female,unknown,1453,1.4280238626423847
2,Survey of human embryonic development,megakaryocyte,female,unknown,38,0.037346804391197946
3,Survey of human embryonic development,cardiac muscle cell,female,unknown,8485,8.339148296297752
4,Survey of human embryonic development,myeloid cell,female,unknown,57,0.056020206586796926
5,Survey of human embryonic development,innate lymphoid cell,female,unknown,16,0.015724970269978083
6,Survey of human embryonic development,regular atrial cardiac myocyte,female,unknown,4,0.003931242567494521
7,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,68,0.06683112364740686
8,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,880,0.8648733648487946
9,Survey of human embryonic development,endocardial cell,female,unknown,621,0.6103254086035244
10,Survey of human embryonic development,Schwann cell,female,unknown,70,0.06879674493115412
11,Survey of human embryonic development,visceromotor neuron,female,unknown,20,0.019656212837472604
12,Survey of human embryonic development,epicardial adipocyte,female,unknown,111,0.10909198124797297
13,Survey of human embryonic development,dermis microvascular lymphatic vessel endothelial cell,female,unknown,76,0.07469360878239589
14,Survey of human embryonic development,ventricular cardiac muscle cell,female,unknown,9,0.008845295776862673
15,Survey of human embryonic development,smooth muscle cell,female,unknown,77,0.07567641942426952
16,Survey of human embryonic development,stromal cell,female,unknown,293,0.28796351806897363
17,Survey of human embryonic development,megakaryocyte,female,unknown,10,0.009828106418736302
18,Survey of human embryonic development,cardiac muscle cell,female,unknown,4302,4.228051381340357
19,Survey of human embryonic development,myeloid cell,female,unknown,21,0.020639023479346236
20,Survey of human embryonic development,innate lymphoid cell,female,unknown,4,0.003931242567494521
21,Survey of human embryonic development,regular atrial cardiac myocyte,female,unknown,11,0.010810917060609932
22,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,44,0.04324366824243973
23,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,168,0.16511218783476989
24,Survey of human embryonic development,endocardial cell,female,unknown,308,0.30270567769707807
25,Survey of human embryonic development,Schwann cell,female,unknown,18,0.017690591553725345
26,Survey of human embryonic development,visceromotor neuron,female,unknown,14,0.013759348986230822
27,Survey of human embryonic development,epicardial adipocyte,female,unknown,49,0.04815772145180788
28,Survey of human embryonic development,dermis microvascular lymphatic vessel endothelial cell,female,unknown,36,0.03538118310745069
29,Survey of human embryonic development,ventricular cardiac muscle cell,female,unknown,23,0.022604644763093495
30,Survey of human embryonic development,smooth muscle cell,female,unknown,266,0.2614276307383856
31,Survey of human embryonic development,stromal cell,female,unknown,2157,2.11992255452142
32,Survey of human embryonic development,megakaryocyte,female,unknown,56,0.05503739594492329
33,Survey of human embryonic development,cardiac muscle cell,female,unknown,8769,8.618266518589863
34,Survey of human embryonic development,myeloid cell,female,unknown,223,0.21916677313781954
35,Survey of human embryonic development,erythroblast,female,unknown,2,0.0019656212837472604
36,Survey of human embryonic development,innate lymphoid cell,female,unknown,486,0.47764597195058434
37,Survey of human embryonic development,regular atrial cardiac myocyte,female,unknown,14,0.013759348986230822
38,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,252,0.24766828175215483
39,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,955,0.9385841629893168
40,Survey of human embryonic development,endocardial cell,female,unknown,2166,2.128767850298283
41,Survey of human embryonic development,Schwann cell,female,unknown,130,0.1277653834435719
42,Survey of human embryonic development,visceromotor neuron,female,unknown,132,0.1297310047273192
43,Survey of human embryonic development,epicardial adipocyte,female,unknown,878,0.8629077435650473
44,Survey of human embryonic development,dermis microvascular lymphatic vessel endothelial cell,female,unknown,207,0.20344180286784144
45,Survey of human embryonic development,ventricular cardiac muscle cell,female,unknown,13,0.012776538344357193
46,Survey of human embryonic development,smooth muscle cell,female,unknown,77,0.07567641942426952
47,Survey of human embryonic development,stromal cell,female,unknown,480,0.47174910809934256
48,Survey of human embryonic development,megakaryocyte,female,unknown,15,0.014742159628104455
49,Survey of human embryonic development,cardiac muscle cell,female,unknown,2919,2.8688242636291266
50,Survey of human embryonic development,myeloid cell,female,unknown,15,0.014742159628104455
51,Survey of human embryonic development,innate lymphoid cell,female,unknown,32,0.031449940539956166
52,Survey of human embryonic development,regular atrial cardiac myocyte,female,unknown,3,0.0029484319256208908
53,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,14,0.013759348986230822
54,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,152,0.14938721756479179
55,Survey of human embryonic development,endocardial cell,female,unknown,304,0.29877443512958357
