,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,165,0.3194578896418199
1,Survey of human embryonic development,glial cell,CL:0000125,female,unknown,1339,2.5924491771539206
2,Survey of human embryonic development,chromaffin cell,CL:0000166,female,unknown,360,0.6969990319457889
3,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,1087,2.1045498547918684
4,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,6318,12.232333010648597
5,Survey of human embryonic development,neuron,CL:0000540,female,unknown,1593,3.084220716360116
6,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,939,1.8180058083252661
7,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,136,0.2633107454017425
8,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,652,1.2623426911907067
9,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,83,0.1606969990319458
10,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,372,0.7202323330106486
11,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,female,unknown,12348,23.907066795740562
12,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,27,0.05227492739593417
13,Survey of human embryonic development,glial cell,CL:0000125,female,unknown,571,1.1055179090029041
14,Survey of human embryonic development,chromaffin cell,CL:0000166,female,unknown,135,0.26137463697967084
15,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,56,0.10842207163601161
16,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,5638,10.915779283639884
17,Survey of human embryonic development,neuron,CL:0000540,female,unknown,540,1.0454985479186834
18,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,1194,2.3117134559535333
19,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,9,0.017424975798644726
20,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,862,1.6689254598257504
21,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,122,0.2362052274927396
22,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,207,0.4007744433688286
23,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,female,unknown,4971,9.624394966118102
24,Survey of human embryonic development,mesothelial cell,CL:0000077,female,unknown,3,0.005808325266214908
25,Survey of human embryonic development,glial cell,CL:0000125,female,unknown,8,0.015488867376573087
26,Survey of human embryonic development,chromaffin cell,CL:0000166,female,unknown,32,0.06195546950629235
27,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,52,0.10067763794772507
28,Survey of human embryonic development,neuron,CL:0000540,female,unknown,2,0.0038722168441432717
29,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,24,0.046466602129719266
30,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,1,0.0019361084220716359
31,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,30,0.058083252662149074
32,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,1,0.0019361084220716359
33,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,5,0.009680542110358181
34,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,female,unknown,1545,2.9912875121006777
35,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,1,0.0019361084220716359
36,Survey of human embryonic development,glial cell,CL:0000125,male,unknown,136,0.2633107454017425
37,Survey of human embryonic development,chromaffin cell,CL:0000166,male,unknown,28,0.05421103581800581
38,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,3,0.005808325266214908
39,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,1435,2.778315585672798
40,Survey of human embryonic development,neuron,CL:0000540,male,unknown,10,0.019361084220716362
41,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,556,1.0764762826718297
42,Survey of human embryonic development,erythroblast,CL:0000765,male,unknown,60,0.11616650532429815
43,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,416,0.8054211035818005
44,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,30,0.058083252662149074
45,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,663,1.2836398838334948
46,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,male,unknown,2259,4.3736689254598256
47,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,5,0.009680542110358181
48,Survey of human embryonic development,glial cell,CL:0000125,male,unknown,10,0.019361084220716362
49,Survey of human embryonic development,chromaffin cell,CL:0000166,male,unknown,24,0.046466602129719266
50,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,2,0.0038722168441432717
51,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,75,0.14520813165537272
52,Survey of human embryonic development,neuron,CL:0000540,male,unknown,2,0.0038722168441432717
53,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,34,0.06582768635043562
54,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,29,0.05614714424007745
55,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,2,0.0038722168441432717
56,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,40,0.07744433688286545
57,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,male,unknown,789,1.527589545014521
58,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,10,0.019361084220716362
59,Survey of human embryonic development,glial cell,CL:0000125,male,unknown,23,0.04453049370764763
60,Survey of human embryonic development,chromaffin cell,CL:0000166,male,unknown,20,0.038722168441432725
61,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,1,0.0019361084220716359
62,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,452,0.8751210067763795
63,Survey of human embryonic development,neuron,CL:0000540,male,unknown,7,0.013552758954501452
64,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,83,0.1606969990319458
65,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,155,0.3000968054211036
66,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,54,0.10454985479186835
67,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,171,0.33107454017424975
68,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,male,unknown,2617,5.066795740561472
69,Survey of human embryonic development,mesothelial cell,CL:0000077,male,unknown,1,0.0019361084220716359
70,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,male,unknown,3,0.005808325266214908
71,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,1,0.0019361084220716359
72,Survey of human embryonic development,intestinal epithelial cell,CL:0002563,male,unknown,16,0.030977734753146174
