,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Tabula Sapiens - All Cells,ciliated cell,CL:0000064,female,African American or Afro-Caribbean,39,0.40957781978575925
1,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,female,African American or Afro-Caribbean,33,0.3465658475110271
2,Tabula Sapiens - All Cells,secretory cell,CL:0000151,female,African American or Afro-Caribbean,74,0.7771476580550304
3,Tabula Sapiens - All Cells,goblet cell,CL:0000160,female,African American or Afro-Caribbean,84,0.8821676118462508
4,Tabula Sapiens - All Cells,macrophage,CL:0000235,female,African American or Afro-Caribbean,13,0.13652593992858644
5,Tabula Sapiens - All Cells,basal cell,CL:0000646,female,African American or Afro-Caribbean,3907,41.03129594622978
6,Tabula Sapiens - All Cells,plasma cell,CL:0000786,female,African American or Afro-Caribbean,5,0.05250997689561017
7,Tabula Sapiens - All Cells,connective tissue cell,CL:0002320,female,African American or Afro-Caribbean,249,2.614996849401386
8,Tabula Sapiens - All Cells,fibroblast,CL:0000057,male,European,1239,13.0119722747322
9,Tabula Sapiens - All Cells,ciliated cell,CL:0000064,male,European,278,2.9195547153959254
10,Tabula Sapiens - All Cells,T cell,CL:0000084,male,European,131,1.3757613946649863
11,Tabula Sapiens - All Cells,mast cell,CL:0000097,male,European,69,0.7246376811594203
12,Tabula Sapiens - All Cells,endothelial cell,CL:0000115,male,European,224,2.3524469649233355
13,Tabula Sapiens - All Cells,secretory cell,CL:0000151,male,European,179,1.879857172862844
14,Tabula Sapiens - All Cells,smooth muscle cell,CL:0000192,male,European,96,1.0081915563957151
15,Tabula Sapiens - All Cells,macrophage,CL:0000235,male,European,528,5.5450535601764335
16,Tabula Sapiens - All Cells,B cell,CL:0000236,male,European,462,4.851921865154379
17,Tabula Sapiens - All Cells,mucus secreting cell,CL:0000319,male,European,64,0.6721277042638101
18,Tabula Sapiens - All Cells,"CD4-positive, alpha-beta T cell",CL:0000624,male,European,65,0.6826296996429322
19,Tabula Sapiens - All Cells,"CD8-positive, alpha-beta T cell",CL:0000625,male,European,464,4.872925855912624
20,Tabula Sapiens - All Cells,basal cell,CL:0000646,male,European,291,3.0560806553245117
21,Tabula Sapiens - All Cells,neutrophil,CL:0000775,male,European,758,7.960512497374501
22,Tabula Sapiens - All Cells,plasma cell,CL:0000786,male,European,133,1.3967653854232305
23,Tabula Sapiens - All Cells,"double-positive, alpha-beta thymocyte",CL:0000809,male,European,6,0.0630119722747322
24,Tabula Sapiens - All Cells,ionocyte,CL:0005006,male,European,13,0.13652593992858644
25,Tabula Sapiens - All Cells,tracheal goblet cell,CL:1000329,male,European,77,0.8086536441923966
26,Tabula Sapiens - All Cells,serous cell of epithelium of trachea,CL:1000330,male,European,41,0.43058181054400335
