,cell_type,sex,race,count,percentage
0,secretory cell,male,European,159,0.6478161668839635
1,neuroendocrine cell,male,European,3,0.012222946544980445
2,luminal cell of prostate epithelium,male,European,647,2.6360821382007824
3,basal cell of prostate epithelium,male,European,7542,30.728487614080834
4,epithelial cell of urethra,male,European,115,0.4685462842242504
5,secretory cell,male,European,25,0.10185788787483703
6,neuroendocrine cell,male,European,5,0.020371577574967405
7,luminal cell of prostate epithelium,male,European,1046,4.261734028683181
8,basal cell of prostate epithelium,male,European,3201,13.041883963494133
9,epithelial cell of urethra,male,European,123,0.5011408083441982
10,secretory cell,male,European,1604,6.5352020860495434
11,neuroendocrine cell,male,European,11,0.04481747066492829
12,luminal cell of prostate epithelium,male,European,212,0.863754889178618
13,basal cell of prostate epithelium,male,European,6433,26.210071707953063
14,epithelial cell of urethra,male,European,398,1.6215775749674053
15,secretory cell,male,European,742,3.023142112125163
16,neuroendocrine cell,male,European,6,0.02444589308996089
17,luminal cell of prostate epithelium,male,European,333,1.3567470664928294
18,basal cell of prostate epithelium,male,European,1263,5.145860495436767
19,epithelial cell of urethra,male,European,676,2.754237288135593
