,dataset_name,cell_type,sex,race,count,percentage
0,Survey of human embryonic development,mesothelial cell,female,unknown,79,0.17304448776641185
1,Survey of human embryonic development,glial cell,female,unknown,757,1.6581604713819464
2,Survey of human embryonic development,endocrine cell,female,unknown,3011,6.595404464109697
3,Survey of human embryonic development,smooth muscle cell,female,unknown,1694,3.7105995224848307
4,Survey of human embryonic development,stromal cell,female,unknown,4376,9.585350360326814
5,Survey of human embryonic development,acinar cell,female,unknown,6515,14.270694149343965
6,Survey of human embryonic development,myeloid cell,female,unknown,899,1.9692024620506867
7,Survey of human embryonic development,erythroblast,female,unknown,547,1.1981687950408517
8,Survey of human embryonic development,innate lymphoid cell,female,unknown,2196,4.810198672595448
9,Survey of human embryonic development,pancreatic ductal cell,female,unknown,3328,7.289772851729349
10,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,67,0.14675924911834928
11,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,3062,6.707116728363963
12,Survey of human embryonic development,enteric neuron,female,unknown,174,0.3811359603969071
13,Survey of human embryonic development,mesothelial cell,female,unknown,10,0.021904365540052134
14,Survey of human embryonic development,glial cell,female,unknown,29,0.06352266006615119
15,Survey of human embryonic development,endocrine cell,female,unknown,166,0.3636124679648654
16,Survey of human embryonic development,smooth muscle cell,female,unknown,158,0.3460889755328237
17,Survey of human embryonic development,stromal cell,female,unknown,531,1.1631218101767682
18,Survey of human embryonic development,acinar cell,female,unknown,127,0.2781854423586621
19,Survey of human embryonic development,myeloid cell,female,unknown,136,0.297899371344709
20,Survey of human embryonic development,erythroblast,female,unknown,72,0.15771143188837536
21,Survey of human embryonic development,innate lymphoid cell,female,unknown,673,1.4741638008455085
22,Survey of human embryonic development,pancreatic ductal cell,female,unknown,103,0.22561496506253698
23,Survey of human embryonic development,endothelial cell of lymphatic vessel,female,unknown,5,0.010952182770026067
24,Survey of human embryonic development,endothelial cell of vascular tree,female,unknown,602,1.3186428055111383
25,Survey of human embryonic development,enteric neuron,female,unknown,7,0.015333055878036494
26,Survey of human embryonic development,mesothelial cell,male,unknown,34,0.07447484283617725
27,Survey of human embryonic development,glial cell,male,unknown,250,0.5476091385013033
28,Survey of human embryonic development,endocrine cell,male,unknown,1591,3.4849845574222944
29,Survey of human embryonic development,smooth muscle cell,male,unknown,805,1.7633014259741966
30,Survey of human embryonic development,stromal cell,male,unknown,1605,3.515650669178367
31,Survey of human embryonic development,acinar cell,male,unknown,4746,10.395811885308742
32,Survey of human embryonic development,myeloid cell,male,unknown,484,1.0601712921385231
33,Survey of human embryonic development,erythroblast,male,unknown,642,1.406260267671347
34,Survey of human embryonic development,innate lymphoid cell,male,unknown,3461,7.581100913412044
35,Survey of human embryonic development,pancreatic ductal cell,male,unknown,1398,3.0622303024992883
36,Survey of human embryonic development,endothelial cell of lymphatic vessel,male,unknown,67,0.14675924911834928
37,Survey of human embryonic development,endothelial cell of vascular tree,male,unknown,1140,2.497097671565943
38,Survey of human embryonic development,enteric neuron,male,unknown,106,0.23218627472455258
